Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %","Accurate vertical passes, %",Vertical passes per 90,Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",season,Position_Group,PDI,processing_date,data_source,ml_features_applied
N. Lakhonphon,Nopphon Lakhonphon,484407,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,GK,GK,100.0,,0.0,,0.0,22.0,2000-07-19,0,,15,1413,0,0.0,0,0.0,0.64,80.0,Thailand,['Thailand'],right,178,75,False,2.04,0.13,50.0,0.45,85.71,0.0,0.0,0.0,1.97,2.74,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,100.0,0.0,0.0,0.06,4.78,0.19,0.13,9.75,83.66,5.92,76.34,0.06,0.0,5.67,97.75,4.01,65.08,32.22,46.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,40.0,0.06,0.0,0.13,0.0,0.0,0.0,3.25,68.63,97.87,2.99,10,0.64,54,3.44,7,81.48,13.88,0.88,3.88,0.247,0.0,0.96,0.45,0.0,0.0,0.0,0.0,0,0.0,2022-23,GK,53.6839739185778,2025-08-09T10:11:30.383880,simple_processor,True
Jakkrit Songma,Jakkrit Songma,-287178,Nong Bua Pitchaya FC,Lampang,https://cdn5.wyscout.com/photos/team/public/g27105_120x120.png,Thai League 2,"RB, RB5",RB,48.0,RB5,26.0,,0.0,27.0,1996-01-13,0,,22,1402,0,0.3,1,0.78,13.93,53.0,Thailand,['Thailand'],unknown,0,0,False,9.05,7.57,61.02,1.41,36.36,0.06,0.09,0.26,4.37,5.83,0.96,1,0.06,0,0.0,1.03,0.0,0,0.0,0.02,0,0.0,7,0.45,28.57,0.0,0.06,1.73,25.93,0.26,25.0,1.48,26.09,0.39,0.71,54.55,2.5700000000000003,37.5,1.09,0.9,0.26,15.98,1.54,0.58,25.81,73.88,9.63,64.67,3.59,91.07,19.58,84.92,4.62,43.06,21.23,37.0,0.05,0.45,0.0,0.0,0.06,100.0,0.13,4.49,62.86,1.93,46.67,0.19,33.33,0.58,0.51,6.48,70.3,74.24,8.47,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.41,0.0,0.0,0.0,0.06,0,0.0,2022-23,DEF,51.50138565347845,2025-08-09T10:11:30.383880,simple_processor,True
J. Wonggorn,Jaroensak Wonggorn,-74431,BG Pathum United FC,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/g13080_120x120.png,Thai League,"RW, RB, LAMF",RW,26.0,RB,21.0,LAMF,20.0,26.0,1997-05-18,300000,2029-06-30,27,1397,4,2.35,2,1.73,13.14,46.57,Thailand,['Thailand'],right,167,60,False,4.25,4.45,46.38,1.74,55.56,0.13,0.22,0.06,2.06,3.48,1.29,1,0.06,1,0.06,3.99,0.26,4,0.26,0.15,0,0.0,31,2.0,32.26,12.903,0.13,4.96,28.57,0.64,20.0,4.32,29.85,0.52,3.09,62.5,5.6,48.28,2.77,3.09,1.16,32.53,3.09,1.1,39.81,79.77,8.57,66.92,10.05,92.95,32.08,89.36,2.9,57.78,17.74,27.3,0.11,1.16,0.13,0.0,0.06,0.0,0.77,3.99,70.97,3.35,40.38,0.58,33.33,0.58,1.35,6.51,83.17,80.39,13.14,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1.74,0.06,0.0,0.0,0.77,0,0.0,2022-23,FWD,53.85045670619934,2025-08-09T10:11:30.383880,simple_processor,True
J. Phokhi,Janepob Phokhi,382745,Port FC,Police Tero,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,"LCMF3, RW, RWF",LCMF3,22.0,RW,15.0,RWF,12.0,27.0,1996-04-04,100000,,19,1396,0,1.94,1,1.46,16.57,49.81,Thailand,['Thailand'],right,172,65,False,5.67,5.48,58.82,1.42,40.91,0.06,0.09,0.13,2.39,3.49,0.84,2,0.13,0,0.0,2.32,0.0,0,0.0,0.12,0,0.0,26,1.6800000000000002,23.08,0.0,0.06,2.0,51.61,0.45,71.43,1.48,43.48,0.19,1.48,56.52,7.35,43.86,0.97,1.1,0.39,25.4,1.1,2.0,35.14,83.85,8.64,70.9,7.61,94.07,30.75,87.63,2.39,62.16,16.68,21.3,0.09,1.22,0.0,0.0,0.13,50.0,0.45,4.0,67.74,2.39,54.05,0.39,16.67,0.64,0.97,5.35,73.49,86.31,10.83,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,1.42,0.06,0.0,0.0,0.32,0,0.0,2022-23,MID,51.01561945772275,2025-08-09T10:11:30.383880,simple_processor,True
A. Beraheng,Abdulhafis Beraheng,447920,Sukhothai,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"LAMF, LW, LB",LAMF,29.0,LW,25.0,LB,20.0,27.0,1995-10-17,150000,2025-06-30,27,1388,2,1.62,0,1.66,15.37,47.26,Thailand,['Thailand'],left,170,65,False,6.1,4.54,62.86,2.72,38.1,0.0,0.0,0.52,3.24,4.09,0.39,1,0.06,0,0.0,3.31,0.13,2,0.13,0.11,0,0.0,10,0.65,40.0,20.0,0.0,3.18,30.61,2.59,32.5,0.58,22.22,0.19,3.5,57.41,7.39,43.86,1.43,1.69,1.3,13.1,1.43,1.17,21.92,72.49,7.26,66.96,4.09,92.06,16.21,82.4,2.79,62.79,21.93,23.52,0.11,1.04,0.0,0.0,0.26,25.0,0.06,3.24,72.0,2.72,40.48,0.52,12.5,0.52,0.97,5.32,74.39,67.44,5.58,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,2.72,0.26,0.0,0.0,2.14,0,0.0,2022-23,MID,51.58999952360644,2025-08-09T10:11:30.383880,simple_processor,True
R. Maikami,Ratthanakorn Maikami,447966,Buriram United,Buriram United,https://cdn5.wyscout.com/photos/team/public/4517_120x120.png,Thai League,"RB, RCMF, LB",RB,47.0,RCMF,15.0,LB,12.0,25.0,1998-01-07,300000,2025-06-30,21,1387,0,0.24,2,1.39,11.1,54.39,Thailand,['Thailand'],right,175,65,False,7.27,7.01,59.26,1.43,45.45,0.19,0.31,0.0,2.92,4.72,1.04,2,0.13,0,0.0,0.91,0.0,0,0.0,0.02,0,0.0,6,0.39,66.67,0.0,0.13,1.23,21.05,0.06,0.0,1.17,22.22,0.13,0.52,62.5,1.1,41.18,0.19,0.78,0.0,31.21,0.58,0.06,42.5,85.34,15.18,75.21,4.67,95.83,36.14,91.02,5.13,60.76,18.5,29.42,0.09,0.45,0.06,0.0,0.19,33.33,0.06,6.36,73.47,2.01,54.84,0.58,55.56,0.97,0.19,8.31,83.59,91.86,16.74,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,1.43,0.26,0.06,100.0,0.97,0,0.0,2022-23,DEF,52.03040021246968,2025-08-09T10:11:30.383880,simple_processor,True
P. Khammai,Patiwat Khammai,329730,Bangkok United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,GK,GK,100.0,,0.0,,0.0,28.0,1994-12-24,350000,2025-06-30,14,1380,0,0.0,1,0.14,0.91,85.71,Thailand,['Thailand'],right,185,80,False,1.43,0.07,100.0,0.52,100.0,0.0,0.0,0.0,1.37,2.21,0.0,2,0.13,0,0.0,0.07,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,100.0,0.2,100.0,0.0,0.0,0.0,11.74,0.0,0.26,18.2,92.11,11.28,87.86,0.0,0.0,13.7,98.57,4.5,72.46,25.35,46.65,0.01,0.07,0.0,0.0,0.0,0.0,0.07,0.46,71.43,0.07,100.0,0.07,100.0,0.07,0.0,3.46,67.92,98.92,6.07,13,0.85,55,3.59,7,76.36,13.61,0.89,0.61,0.04,0.0,2.35,0.52,0.0,0.0,0.0,0.0,0,0.0,2022-23,GK,54.46129858781754,2025-08-09T10:11:30.383880,simple_processor,True
D. Villanueva,Dennis Jaramel Villanueva,390665,Police Tero,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g3849_120x120.png,Thai League,"RCMF, RDMF, RCB",RCMF,34.0,RDMF,21.0,RCB,19.0,31.0,1992-04-28,125000,,24,1377,0,0.14,0,0.12,14.18,50.69,Italy,"['Italy', 'Philippines']",left,180,0,False,10.33,6.93,56.6,2.03,41.94,1.44,1.9,0.39,4.97,6.55,1.31,1,0.07,1,0.07,0.46,0.0,0,0.0,0.01,0,0.0,5,0.33,40.0,0.0,0.0,0.33,40.0,0.2,33.33,0.13,50.0,0.0,0.59,22.22,2.81,44.19,0.39,0.26,0.0,15.42,0.07,0.65,25.03,79.63,9.67,68.24,3.46,96.23,21.18,85.19,3.53,50.0,17.2,25.39,0.01,0.26,0.0,0.0,0.13,50.0,0.07,5.49,59.52,0.92,57.14,0.46,71.43,0.39,0.2,4.9,77.33,85.4,8.95,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2.03,0.0,0.0,0.0,0.0,0,0.0,2022-23,MID,45.547940256393005,2025-08-09T10:11:30.383880,simple_processor,True
D. Villanueva,Dennis Jaramel Villanueva,-15494,Police Tero,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g3849_120x120.png,Thai League,"RCMF, RDMF, RCB",RCMF,34.0,RDMF,21.0,RCB,19.0,30.0,1992-04-28,0,,24,1377,0,0.14,0,0.12,14.18,50.69,Italy,"['Italy', 'Philippines']",left,179,72,False,10.33,6.93,56.6,2.03,41.94,1.44,1.9,0.39,4.97,6.55,1.31,1,0.07,1,0.07,0.46,0.0,0,0.0,0.01,0,0.0,5,0.33,40.0,0.0,0.0,0.33,40.0,0.2,33.33,0.13,50.0,0.0,0.59,22.22,2.81,44.19,0.39,0.26,0.0,15.42,0.07,0.65,25.03,79.63,9.67,68.24,3.46,96.23,21.18,85.19,3.53,50.0,17.2,25.39,0.01,0.26,0.0,0.0,0.13,50.0,0.07,5.49,59.52,0.92,57.14,0.46,71.43,0.39,0.2,4.9,77.33,85.4,8.95,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,2.03,0.0,0.0,0.0,0.0,0,0.0,2022-23,MID,50.60882250710334,2025-08-09T10:11:30.383880,simple_processor,True
Islam Batran,Islam Batran,371477,Al Ahli Tripoli,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/3420_120x120.png,Premier League,"RW, LW, RAMF",RW,23.0,LW,19.0,RAMF,14.0,28.0,1994-10-01,0,,23,1364,3,2.08,2,1.81,20.59,45.51,Palestine,['Palestine'],left,172,65,False,5.8100000000000005,6.2,54.26,1.52,39.13,0.2,0.26,0.0,2.24,2.99,1.52,3,0.2,0,0.0,5.01,0.2,3,0.2,0.14,0,0.0,24,1.58,41.67,12.5,0.13,2.24,41.18,1.12,41.18,1.12,41.18,0.33,5.8100000000000005,57.95,9.9,43.33,2.84,2.51,1.12,13.33,1.78,1.19,18.87,73.78,4.75,58.33,4.29,96.92,15.64,81.43,1.06,31.25,17.75,13.58,0.12,0.79,0.0,0.0,0.26,25.0,0.4,2.05,64.52,1.98,43.33,0.73,9.09,0.73,0.73,2.51,63.16,75.58,5.67,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.79,0.07,0.0,1.72,0,0.0,2022-23,FWD,54.56566228584946,2025-08-09T10:11:30.383880,simple_processor,True
J. Baggio,John Baggio Rakotonomenjanahary,212361,Sukhothai,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"LW, RAMF, LAMF",LW,45.0,RAMF,24.0,LAMF,13.0,31.0,1991-12-19,300000,2024-06-30,14,1364,5,4.36,2,2.64,23.75,45.83,Madagascar,['Madagascar'],both,168,0,False,4.95,4.22,73.44,3.1,27.66,0.07,0.08,0.0,1.78,2.26,0.73,2,0.13,0,0.0,7.32,0.33,5,0.33,0.29,1,0.07,36,2.38,41.67,13.889,0.13,4.62,45.71,2.71,43.9,1.91,48.28,0.73,6.99,56.6,13.33,45.05,3.3,2.11,1.12,13.39,2.84,1.72,21.25,68.63,4.62,60.0,4.02,93.44,14.12,79.91,3.1,53.19,22.02,44.95,0.17,1.12,0.07,0.07,0.46,57.14,0.66,2.11,56.25,3.96,50.0,0.92,71.43,1.32,1.78,4.55,76.81,66.17,8.78,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,3.1,0.07,0.0,0.0,0.13,1,0.0,2022-23,FWD,51.41194258700961,2025-08-09T10:11:30.383880,simple_processor,True
Sergio Suárez,Sergio Gustavo Suárez Arteaga,58701,Tamaraceite,Port FC,https://cdn5.wyscout.com/photos/team/public/g-10711_120x120.png,Segunda B,"CF, LCMF, RCMF3",CF,24.0,LCMF,21.0,RCMF3,18.0,36.0,1987-01-06,0,,15,1357,1,4.74,2,1.61,23.68,44.54,Spain,['Spain'],right,182,72,False,4.64,4.71,56.34,4.64,41.43,0.0,0.0,0.13,1.99,3.63,1.33,3,0.2,0,0.0,4.11,0.07,1,0.07,0.31,0,0.0,39,2.59,20.51,2.564,0.13,1.53,43.48,0.73,54.55,0.8,33.33,0.27,4.44,61.19,11.61,44.0,3.91,1.13,0.33,30.44,1.86,1.79,38.87,84.98,10.61,77.5,6.76,91.18,34.62,89.46,2.72,51.22,17.52,31.53,0.11,0.8,0.07,0.0,0.73,27.27,0.46,4.97,74.67,2.72,53.66,1.06,31.25,1.19,0.6000000000000001,5.37,83.95,87.08,13.86,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,4.64,0.0,0.0,0.0,0.0,0,0.0,2022-23,FWD,49.04657805193861,2025-08-09T10:11:30.383880,simple_processor,True
Willian Popp,Willian Popp,328581,Shanghai Port,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/g10655_120x120.png,CSL,"RAMF, LAMF",RAMF,56.0,LAMF,13.0,,0.0,29.0,1994-04-13,600000,2026-06-30,14,1356,14,7.79,4,1.5,23.1,43.68,Brazil,['Brazil'],left,178,81,True,3.58,3.78,56.14,2.52,28.95,0.13,0.22,0.0,1.33,2.15,1.06,4,0.27,1,0.07,7.3,0.93,11,0.73,0.52,1,0.07,53,3.52,64.15,26.415,0.27,2.32,28.57,0.93,14.29,1.33,40.0,0.27,6.7,52.48,13.74,41.55,4.18,2.46,1.26,26.02,2.72,1.99,32.99,77.46,7.57,65.79,8.03,94.21,27.21,82.2,3.65,69.09,19.42,36.78,0.1,0.86,0.2,0.07,1.39,61.9,0.53,4.71,71.83,4.05,49.18,1.79,51.85,1.66,0.73,5.64,78.82,74.18,12.08,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.52,0.2,0.2,66.67,0.0,3,100.0,2022-23,MID,64.01217915574101,2025-08-09T10:11:30.383880,simple_processor,True
A. Harntes,Adisak Harntes,193703,Chiangmai,Prachuap,https://cdn5.wyscout.com/photos/team/public/g17675_120x120.png,,LB,LB,89.0,,0.0,,0.0,31.0,1992-02-09,75000,2025-06-30,18,1351,0,0.22,1,0.56,12.39,57.53,Thailand,['Thailand'],,173,72,False,8.99,6.33,68.42,2.13,31.25,0.27,0.41,0.2,4.4,6.71,0.53,4,0.27,0,0.0,1.53,0.0,0,0.0,0.01,0,0.0,3,0.2,0.0,0.0,0.07,1.73,34.62,1.73,34.62,0.0,0.0,0.27,1.27,68.42,2.86,55.81,0.27,0.27,0.07,17.79,0.73,0.27,27.71,72.12,13.72,63.11,2.2,87.88,20.92,81.85,5.13,44.16,20.17,32.88,0.04,0.2,0.0,0.0,0.33,20.0,0.13,5.53,68.67,2.07,35.48,0.27,0.0,0.27,0.53,7.93,76.47,80.87,7.66,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.13,0.13,0.0,0.0,0.2,0,0.0,2022-23,DEF,46.15862477476202,2025-08-09T10:11:30.383880,simple_processor,True
K. Deeromram,Kevin Deeromram,399272,Port FC,Port FC,https://cdn5.wyscout.com/photos/team/public/g8067_120x120.png,Thai League,LB,LB,98.0,,0.0,,0.0,25.0,1997-09-11,200000,2025-06-30,17,1351,0,1.16,3,1.42,11.59,53.45,Sweden,"['Sweden', 'Thailand']",left,0,0,False,6.4,5.46,59.76,1.47,54.55,0.07,0.11,0.07,3.06,4.93,1.07,0,0.0,0,0.0,2.66,0.0,0,0.0,0.08,0,0.0,10,0.67,20.0,0.0,0.2,5.0,32.0,4.93,32.43,0.07,0.0,0.73,1.53,60.87,3.26,46.94,1.6,1.13,0.67,29.91,1.27,0.4,37.91,77.5,12.99,72.82,7.13,92.52,28.98,88.05,4.46,53.73,19.95,36.18,0.09,1.0,0.0,0.0,0.0,0.0,0.53,4.6,76.81,3.86,44.83,0.0,0.0,0.4,1.47,8.86,78.95,75.42,11.92,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.2,0.0,0.0,0.8,0,0.0,2022-23,DEF,52.73835482071399,2025-08-09T10:11:30.383880,simple_processor,True
B. Theppawong,Boontawee Theppawong,-171927,Bangkok United,Muang Thong United,https://cdn5.wyscout.com/photos/team/public/g8068_120x120.png,Thai League,RB,RB,91.0,,0.0,,0.0,27.0,1996-01-02,125000,,20,1342,0,0.7000000000000001,3,1.52,13.61,48.28,Thailand,['Thailand'],right,175,0,False,8.38,7.24,61.11,1.01,20.0,0.27,0.43,0.27,3.69,5.87,1.07,4,0.27,0,0.0,1.74,0.0,0,0.0,0.05,0,0.0,10,0.67,20.0,0.0,0.2,2.68,30.0,0.07,0.0,2.55,31.58,0.47,1.41,57.14,3.22,41.67,1.94,0.94,0.13,29.78,3.49,0.4,37.42,84.41,9.46,77.3,7.24,92.59,32.59,90.33,2.28,58.82,17.59,24.97,0.1,1.01,0.0,0.07,0.2,0.0,0.54,2.48,83.78,2.08,45.16,0.27,25.0,0.74,0.74,5.03,60.0,85.02,13.88,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,1.01,0.0,0.0,0.0,0.07,0,0.0,2022-23,DEF,51.05867303717777,2025-08-09T10:11:30.383880,simple_processor,True
A. Ngrnbukkol,Anuchit Ngrnbukkol,-171973,Sukhothai,Sukhothai,https://cdn5.wyscout.com/photos/team/public/g27290_120x120.png,Thai League,"RCMF, LCMF, RW",RCMF,41.0,LCMF,28.0,RW,13.0,30.0,1993-07-23,75000,2025-06-30,19,1341,4,3.21,0,0.32,12.15,46.96,Thailand,['Thailand'],right,0,0,False,5.1,4.83,52.78,1.34,25.0,0.47,0.58,0.34,2.08,2.56,1.21,0,0.0,1,0.07,1.54,0.27,4,0.27,0.22,0,0.0,19,1.28,36.84,21.053,0.0,0.94,35.71,0.34,40.0,0.54,37.5,0.13,0.74,81.82,3.96,47.46,1.28,0.67,0.27,24.36,0.2,1.34,34.09,83.07,9.66,70.83,5.7,95.29,30.2,86.44,2.95,63.64,19.19,31.45,0.02,0.54,0.0,0.0,0.27,50.0,0.13,4.5,73.13,1.28,52.63,0.27,25.0,0.34,0.4,5.44,72.84,84.8,13.69,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.34,0.07,0.0,0.0,0.13,0,0.0,2022-23,MID,50.36418566859004,2025-08-09T10:11:30.383880,simple_processor,True
S. Ratniyorm,Santipap Ratniyorm,300980,Trat,Lamphun Warrior,https://cdn5.wyscout.com/photos/team/public/g23914_120x120.png,Thai League,"DMF, LCMF, LDMF",DMF,50.0,LCMF,13.0,LDMF,11.0,30.0,1992-09-04,125000,2025-06-30,19,1327,1,1.1,0,0.12,16.35,51.45,Thailand,['Thailand'],right,166,53,False,10.44,7.73,57.02,1.76,30.77,0.75,1.08,0.88,5.29,7.67,1.36,3,0.2,0,0.0,1.49,0.07,1,0.07,0.07,0,0.0,7,0.47,28.57,14.286,0.0,0.68,20.0,0.27,50.0,0.34,0.0,0.0,1.76,57.69,4.34,51.56,0.47,1.29,0.27,28.76,0.34,1.56,42.8,86.21,14.31,77.25,5.09,92.0,37.44,90.58,4.75,61.43,19.13,28.8,0.01,0.27,0.07,0.0,0.34,60.0,0.0,8.88,79.39,1.22,38.89,0.54,50.0,0.47,0.14,6.71,85.86,91.45,18.24,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.76,0.2,0.07,0.0,0.41,0,0.0,2022-23,MID,51.30562068266046,2025-08-09T10:11:30.383880,simple_processor,True
Crislan,Crislan Henrique da Silva de Sousa,178786,Ríver,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g3730_120x120.png,Piauiense,CF,CF,100.0,,0.0,,0.0,31.0,1992-03-13,275000,2025-06-30,14,1320,6,3.74,1,0.1,23.39,39.36,Brazil,['Brazil'],left,190,85,False,3.61,1.91,60.71,9.68,50.0,0.2,0.26,0.2,2.25,2.83,1.16,4,0.27,0,0.0,1.36,0.41,6,0.41,0.25,2,0.14,29,1.98,41.38,20.69,0.07,0.27,25.0,0.27,25.0,0.0,0.0,0.0,1.36,35.0,7.16,25.71,2.73,0.34,0.0,6.27,1.3,1.3,12.07,69.49,3.14,56.52,2.73,92.5,10.98,73.91,0.8200000000000001,25.0,15.55,15.08,0.01,0.14,0.07,0.0,0.07,0.0,0.07,2.11,48.39,0.8200000000000001,41.67,0.2,0.0,0.27,0.07,1.09,75.0,66.67,3.48,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0,0.0,2022-23,FWD,53.140426862062256,2025-08-09T10:11:30.383880,simple_processor,True
Léo Santos,Leonardo Luiz  dos Santos,233600,Lampang,Nong Bua Pitchaya FC,https://cdn5.wyscout.com/photos/team/public/g24602_120x120.png,Thai League 2,"RCB, RCB3",RCB,75.0,RCB3,10.0,,0.0,29.0,1994-06-03,175000,,14,1310,0,1.28,1,0.56,10.79,59.87,Brazil,['Brazil'],right,187,80,False,6.73,2.34,55.88,5.77,70.24,0.34,0.43,0.48,5.08,6.43,0.6900000000000001,1,0.07,0,0.0,0.48,0.0,0,0.0,0.09,0,0.0,10,0.6900000000000001,20.0,0.0,0.07,0.21,33.33,0.14,0.0,0.07,100.0,0.07,0.27,100.0,0.76,63.64,0.96,0.0,0.0,10.51,0.48,0.8200000000000001,19.17,81.0,8.31,64.46,0.48,100.0,14.7,91.59,4.26,46.77,22.48,35.41,0.04,0.21,0.0,0.0,0.0,0.0,0.14,2.4,62.86,0.34,100.0,0.27,100.0,0.41,0.07,3.64,66.04,95.31,8.79,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,5.77,0.0,0.0,0.0,0.0,0,0.0,2022-23,DEF,52.619257184230335,2025-08-09T10:11:30.383880,simple_processor,True
T. Butsombat,Thawin  Butsombat,-284504,Khon Kaen United,Khon Kaen United,https://cdn5.wyscout.com/photos/team/public/g32801_120x120.png,Thai League,"LWF, CF, AMF",LWF,27.0,CF,25.0,AMF,16.0,36.0,1987-06-22,100000,2025-06-30,20,1303,2,2.09,0,1.03,18.86,40.29,Thailand,['Thailand'],right,178,0,False,2.42,2.76,57.5,6.22,36.67,0.21,0.33,0.0,0.62,1.0,0.97,3,0.21,0,0.0,2.0,0.14,2,0.14,0.14,2,0.14,17,1.17,47.06,11.765,0.0,1.38,20.0,0.97,14.29,0.41,33.33,0.0,2.0,48.28,7.81,38.94,1.8,1.17,0.8300000000000001,10.78,2.49,1.73,17.61,73.73,5.11,66.22,3.52,96.08,14.78,81.78,1.52,45.45,18.57,20.91,0.07,0.55,0.07,0.0,0.41,50.0,0.21,2.42,62.86,1.8,46.15,0.48,57.14,0.8300000000000001,0.21,2.14,90.32,70.42,4.9,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0,0.0,2022-23,FWD,46.702119251759605,2025-08-09T10:11:30.383880,simple_processor,True
D. De Bruycker,Dylan De Bruycker,504203,Bhayangkara F.C.,Nakhon Ratchasima,https://cdn5.wyscout.com/photos/team/public/g36273_120x120.png,Liga 1,"LDMF, LCMF, RDMF",LDMF,45.0,LCMF,25.0,RDMF,13.0,25.0,1997-12-05,125000,,19,1298,0,0.41,0,0.21,18.1,47.13,Philippines,"['Philippines', 'Belgium']",right,175,0,False,8.53,8.94,60.47,3.54,37.25,0.35,0.48,0.21,2.77,3.87,0.97,1,0.07,0,0.0,1.25,0.0,0,0.0,0.03,0,0.0,13,0.9,23.08,0.0,0.0,0.6900000000000001,40.0,0.49,42.86,0.21,33.33,0.07,0.8300000000000001,50.0,3.61,32.69,0.8300000000000001,0.28,0.21,17.47,0.28,0.6900000000000001,25.79,81.18,8.25,63.87,5.82,94.05,22.12,87.15,2.98,46.51,18.31,22.66,0.01,0.28,0.0,0.0,0.49,71.43,0.07,4.37,63.49,1.32,47.37,0.55,75.0,0.42,0.28,3.81,70.91,88.7,7.97,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,3.54,0.0,0.0,0.0,0.0,0,0.0,2022-23,MID,52.481231526372504,2025-08-09T10:11:30.383880,simple_processor,True
